"Priority","Organization","Project","Type","Subsidy","Matching","Total_cost","Year_start","Year_end","Project_postcode","State","Region","Geocoding_round","county","city_name","postal_code","lat_coords","long_coords"
"P2","Westland Horticulture Ltd","LoO 14/04/2011 SFA","ERDF","108000","N/A","1080000","2011","2016","BT70 1NJ","Northern Ireland","N/A","First","Cookstown","Dungannon","BT70 2ST","54.6365547","-6.9647362"
"P1","Axon Power & Control Ltd","LoO 10/0039 MIS","ERDF","19610","N/A","52459","2010","2015","BT70 3DT","Northern Ireland","N/A","First","Cookstown","Dungannon","BT70 3DT","54.5819744","-6.9031095"
"P1","Cloughbane Farm Foods Limited","LoO 08/0746 MIS","ERDF","5850","N/A","13500","2008","2014","BT70 3HS","Northern Ireland","N/A","First","Cookstown","Dungannon","BT70","54.5838041","-6.880188"
"P1","Cloughbane Farm Foods Ltd","LoO 11/0577 MIS","ERDF","18962","N/A","49270","2011","2015","BT70 3HS","Northern Ireland","N/A","First","Cookstown","Dungannon","BT70","54.5838041","-6.880188"
"P1","Ardboe Manufacturing Company Ltd","LoO 09/0689 MIS","ERDF","7667","N/A","21688","2009","2015","BT71 5AX","Northern Ireland","N/A","First","Cookstown","Dungannon","BT71 5BJ","54.6127993","-6.537703"
"P1","Northern Engineering Ltd","RD0509229 - Cow Tipping Crush","ERDF","15975","N/A","35500","2009","2014","BT71 5BD","Northern Ireland","N/A","First","Cookstown","Dungannon","BT71 5BD","54.6299991","-6.5561374"
"P1","Quality Fabrication Ltd","RD0209106 - 80FT Containerisable Hydraulic Folding Tracked Conveyor","ERDF","26213","N/A","58252","2009","2014","BT71 5BJ","Northern Ireland","N/A","First","Cookstown","Dungannon","BT71 5BD","54.6299991","-6.5561374"
"P1","Greenacre Innovations Ltd","LoO 08/0516 PPD","ERDF","33320","N/A","83300","2008","2015","BT71 5BP","Northern Ireland","N/A","First","Cookstown","Dungannon","BT71 5BD","54.6299991","-6.5561374"
"P2","Kiverco Ltd","LoO 08/1094 SFA","ERDF","88616","N/A","604200","2008","2015","BT71 5EE","Northern Ireland","N/A","First","Cookstown","Dungannon","BT71 5EE","54.5676857","-6.6240729"
"P1","Kiverco Ltd","LoO 11/1094 MIS","ERDF","25000","N/A","92650","2012","2015","BT71 5EE","Northern Ireland","N/A","First","Cookstown","Dungannon","BT71 5EE","54.5676857","-6.6240729"
"P2","Kiverco Ltd","LoO 11/0584 SFA","ERDF","41500","N/A","103750","2011","2016","BT71 5EE","Northern Ireland","N/A","First","Cookstown","Dungannon","BT71 5EE","54.5676857","-6.6240729"
"P1","Kiverco Limited","LoO 1401/101255299 MIS","ERDF","25000","N/A","59908.33","2014","2016","BT71 5EE","Northern Ireland","N/A","First","Cookstown","Dungannon","BT71 5EE","54.5676857","-6.6240729"
"P1","DMAC Environmental Ltd","RD0209125 - Development of Voc Elimination System for Industries using Paint","ERDF","47600","N/A","95200","2009","2015","BT71 5EG","Northern Ireland","N/A","First","Cookstown","Dungannon","BT71 5BD","54.6299991","-6.5561374"
"P1","Lough Shore Technologies Limited","RD1112692","ERDF","38133","N/A","69332","2012","2016","N/A","Northern Ireland","N/A","First","Cookstown","Dungannon","BT71 5BP","54.6079165","-6.5455247"
"P1","Ardboe Coldstore Ltd","LoO 1302/101192572 MIS","ERDF","7800","N/A","23693","2013","2016","N/A","Northern Ireland","N/A","First","Cookstown","Dungannon","BT71 5BJ","54.6127993","-6.537703"
"P1","Anaconda Equipment International Ltd","RD1009390 - Containerisable Entry Level - Three Product Recycling Screener","ERDF","41735","N/A","92746","2010","2015","BT71 5BJ","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80","54.62068","-6.51139"
"P1","Anaconda Equipment International Ltd","RD0710629  Containerisable Entry Level  SR410 Variable Angle Tracked Screener","ERDF","47365","N/A","157886","2010","2015","BT71 5BJ","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80","54.62068","-6.51139"
"P1","Anaconda Equipment International Ltd","RD0711773 - FTR50 Feeder Loader and Integrated Vibrating Grids","ERDF","27030","N/A","77228","2011","2015","BT71 5BJ","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80","54.62068","-6.51139"
"P1","Anaconda Equipment International Ltd","RD0312007 - DF 512 Scalping Screen","ERDF","38690","N/A","128966","2012","2015","BT71 5BJ","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80","54.62068","-6.51139"
"P2","Cookstown District Council","Multi-Sectoral Tendering Programme","ERDF","58846","N/A","125692","2009","2016","BT80 8DT","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80","54.6418158","-6.7443894"
"P1","Teague & Sally Ltd","LoO 10/0560 MIS","ERDF","5625","N/A","17616","2010","2015","BT80 8PE","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 8UH","54.603211","-6.7424855"
"P1","Good4UFood & Drink Co Ltd","LoO 10/101084699 IM","ERDF","8820","N/A","18000","2010","2015","BT80 8SG","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 8UH","54.603211","-6.7424855"
"P1","Bruce Engineering Services (NI) Limited","LoO 08/1053 MIS","ERDF","8659","N/A","24305","2008","2014","BT80 8UH","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 8UH","54.603211","-6.7424855"
"P1","Bruce Engineering Services (NI) Ltd","RD0110474 - Silt Separator Development","ERDF","10815","N/A","21630","2010","2015","BT80 8UH","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 8UH","54.603211","-6.7424855"
"P1","Bruce Engineering Services (NI) Ltd","RD0710639  Silt/Fines Recovery Development","ERDF","38279","N/A","127597","2011","2015","BT80 8UH","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 8UH","54.603211","-6.7424855"
"P1","Bruce Engineering Services (NI) Ltd","RD0711778 - Mini Screening Range: Mobile Mini Screener & Mobile Grizzly Feeder","ERDF","53264","N/A","133159","2011","2016","BT80 8UH","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 8UH","54.603211","-6.7424855"
"P1","Bruce Engineering Services (NI) Limited","RD0913953 - Fully Containerised Washing Plant","ERDF","92890","N/A","273207","2013","2016","BT80 8UH","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 8UH","54.603211","-6.7424855"
"P1","Bruce Engineering Services (NI) Limited","LoO 1405/101292340 MIS","ERDF","8291","N/A","18424","2014","2016","BT80 8UH","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 8UH","54.603211","-6.7424855"
"P1","Mid Ulster Reproductions Ltd","LoO 07/1152 MIS","ERDF","9182","N/A","21715","2008","2014","BT80 9AR","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9AR","54.627692","-6.7571338"
"P1","Mid Ulster Reproductions Ltd","LoO 07/1164 PPD","ERDF","10892","N/A","27230","2008","2014","BT80 9AR","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9AR","54.627692","-6.7571338"
"P1","Trade Mouldings Ltd","Project 1/II - Development of a Door Frame System","ERDF","36852","N/A","92132","2008","2014","BT80 9AR","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9AR","54.6254537","-6.7622777"
"P1","F S L Electronics Ltd","Project 6/II","ERDF","60920.98","N/A","152302.45","2008","2014","BT80 9AR","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9AR","54.627692","-6.7571338"
"P1","Mid Ulster Reproductions Ltd","RD1009410 - Solid Wood Fireplace Surrounds to Target UK Market","ERDF","1550","N/A","3100","2009","2014","BT80 9AR","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9AR","54.627692","-6.7571338"
"P1","F S L Electronics Ltd","RD0709309 - Development of Electronic Jumpmat for Fitness Testing","ERDF","17926","N/A","39836","2009","2014","BT80 9AR","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9AR","54.627692","-6.7571338"
"P1","Trade Mouldings Ltd","RD0109071 - Curved Door Project","ERDF","37557","N/A","83461","2009","2014","BT80 9AR","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9AR","54.6254537","-6.7622777"
"P1","F S L Electronics Ltd","RD0111703  Development of an Industrial Remote Control System with IEC and ULICSA","ERDF","20008.75","N/A","80035","2011","2015","BT80 9AR","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9AR","54.627692","-6.7571338"
"P1","Trade Mouldings Ltd","RD0811802  Handle-less Door Project","ERDF","32340","N/A","92400","2011","2015","BT80 9AR","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9AR","54.6254537","-6.7622777"
"P1","Steelweld Fabrications Ltd","LoO 1207/101155035 MIS","ERDF","15560","N/A","46540","2012","2015","BT80 9AR","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9AR","54.627692","-6.7571338"
"P1","FSL Electronics Ltd","RD0112928 - Development of remote control switch and APP for remote switching of","ERDF","27405","N/A","91350","2012","2015","BT80 9AR","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9AR","54.627692","-6.7571338"
"P1","Turkington Engineering Ltd","LoO 07/0281 PPD","ERDF","11692","N/A","29231","2007","2014","BT80 9AY","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9AY","54.5940951","-6.7774933"
"P1","Turkington Livestock Systems Ltd","LoO 08/0374 MIS","ERDF","20276","N/A","49163","2008","2014","BT80 9AY","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9AY","54.5940951","-6.7774933"
"P1","Turkington Engineering Ltd","LoO 08/BIA/14","ERDF","33000","N/A","105000","2008","2015","BT80 9AY","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9AY","54.5940951","-6.7774933"
"P1","Turkington Engineering Ltd","LoO 11/0086 MIS","ERDF","5283","N/A","15100","2011","2015","BT80 9AY","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9AY","54.5940951","-6.7774933"
"P1","Turkington Livestock Systems Limited","IM - Project Manager - Integration of CAD & MRP Systems","ERDF","2940","N/A","6000","2012","2015","BT80 9AY","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9AY","54.5940951","-6.7774933"
"P1","CDE Ireland Ltd","LoO 09/101052421 IM","ERDF","20000","N/A","29673.47","2009","2014","BT80 9DG","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9DG","54.6257945","-6.7564268"
"P1","CDE Ireland Ltd","LoO 09/1217 MIS","ERDF","9819","N/A","23230","2010","2014","BT80 9DG","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9DG","54.6257945","-6.7564268"
"P1","CDE Ireland Ltd","RD0609267","ERDF","215031","N/A","614377","2009","2015","BT80 9DG","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9DG","54.6257945","-6.7564268"
"P1","CDEnviro Ltd","LoO 11/0237 MIS","ERDF","16686","N/A","53506","2011","2015","BT80 9DG","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9DG","54.6257945","-6.7564268"
"P1","Keystone Lintels Ltd","RD0312013 - New Hybrid Lintel Design","ERDF","58945","N/A","235780","2012","2016","BT80 9DG","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80","54.628703","-6.7575164"
"P1","Eco Modular Solutions Ltd","RD0112923 BB - Modification of netwrap machine","ERDF","28385","N/A","51609","2012","2016","BT80 9DZ","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80","54.628703","-6.7575164"
"P1","ENISCA Limited","LoO 08/0912 PPD","ERDF","9916","N/A","24790","2008","2014","BT80 9LU","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9LU","54.6278908","-6.7569631"
"P1","Colloide Engineering Systems Ltd","RD0809346","ERDF","3960","N/A","7921","2009","2014","BT80 9LU","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9LU","54.6278908","-6.7569631"
"P1","ENISCA Ltd","LoO 09/0718 MIS","ERDF","13848","N/A","35440","2009","2015","BT80 9LU","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9LU","54.6278908","-6.7569631"
"P1","Armada Solutions Ltd","LoO 10/101096845 IM","ERDF","15000","N/A","30612.25","2010","2015","BT80 9LU","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9LU","54.6278908","-6.7569631"
"P1","B A Kitchen Components Ltd","LoO 10/0469 MIS","ERDF","30270","N/A","83425","2010","2015","BT80 9LU","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9LU","54.6278908","-6.7569631"
"P1","ENISCA Ltd","LoO 11/0252 MIS","ERDF","9035","N/A","33659","2011","2015","BT80 9LU","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9LU","54.6278908","-6.7569631"
"P1","Keylite Roof Windows Ltd","RD1209468  Single Apron","ERDF","246997","N/A","914804","2010","2016","BT80 9LU","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9LU","54.6278908","-6.7569631"
"P1","Collide Engineering Systems Ltd 2nd collaborator to Enisca Limited","RDI 113004  Prototype development of novel wastewater treatment enhancement technology","ERDF","6782","N/A","13568","2014","2016","BT80 9LU","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9LU","54.6278908","-6.7569631"
"P1","Enisca Limited","MIS - 16/08/2012","ERDF","11154","N/A","24786.67","2014","2016","BT80 9LU","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9LU","54.6278908","-6.7569631"
"P1","Trade Mouldings Ltd","Project 1/I - Development of a Door Frame System","ERDF","5230","N/A","10460","2007","2014","N/A","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9AR","54.6254537","-6.7622777"
"P1","CDE Ireland Ltd","LoO 07/1148 MIS","ERDF","35000","N/A","109580","2007","2014","N/A","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9DG","54.6257945","-6.7564268"
"P1","Trade Mouldings Ltd","Project 2/I","ERDF","6440","N/A","12880","2008","2014","N/A","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9AR","54.6254537","-6.7622777"
"P1","Re:Sure Intelligence Ltd","LoO 09/0069 MIS","ERDF","8430","N/A","27300","2009","2014","N/A","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80","54.6268126","-6.7646795"
"P2","Cookstown District Council","Engineering Innovation Programme","ERDF","45750","N/A","91500","2008","2015","N/A","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80","54.6418158","-6.7443894"
"P1","B A Kitchen Components Ltd","RD0609275  New Ultimate Super High Gloss Acrylic Veneered Door Range","ERDF","20034","N/A","57242","2009","2015","N/A","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9LU","54.6278908","-6.7569631"
"P1","Trade Mouldings Ltd","RD0110488 - Inframe Style Door","ERDF","5152","N/A","10304","2010","2015","N/A","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9AR","54.6254537","-6.7622777"
"P1","Trade Mouldings Ltd","RD0510594  In-Frame Style Door Project","ERDF","17199","N/A","68796","2010","2015","N/A","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9AR","54.6254537","-6.7622777"
"P1","CDE Global Limited","LoO 111158 MIS","ERDF","15375","N/A","37002","2012","2015","N/A","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9DG","54.6257945","-6.7564268"
"P1","Turkington Livestock Systems Limited","MIS - 07/09/2012","ERDF","16563","N/A","33750","2010","2016","N/A","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9AY","54.5940951","-6.7774933"
"P2","Cookstown District Council","SME RESOURCE EFFICIENCY PROGRAMME","ERDF","88878","N/A","120604","2011","2016","N/A","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80","54.6418158","-6.7443894"
"P2","Cookstown District Council","BUSINESS ELEVATE PROGRAMME","ERDF","171890.25","N/A","233567","2011","2016","N/A","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80","54.6418158","-6.7443894"
"P1","SKE Solutions Ltd","RD0112926 - BB - SKE Spiraline CSO Screen","ERDF","46270","N/A","66100","2012","2016","N/A","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9LU","54.6296429","-6.7625958"
"P2","COOKSTOWN DISTRICT COUNCIL","FASTRACK TO FINANCE PROGRAMME","ERDF","72675","N/A","96900","2012","2016","N/A","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80","54.6418158","-6.7443894"
"P2","COOKSTOWN DISTRICT COUNCIL","COOKSTOWN TENDER PROGRAMME","ERDF","113496.75","N/A","151329","2012","2016","N/A","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80","54.6418158","-6.7443894"
"P1","JCI Jewellery Ltd","LoO 1307/101230528 MIS","ERDF","6600","N/A","13200","2013","2016","N/A","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9LU","54.6278908","-6.7569631"
"P1","Enisca Limited","RD0813921 - Prototype development of a novel wastewater technology - BioSettler","ERDF","11840","N/A","19733.33","2013","2016","N/A","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9LU","54.6278908","-6.7569631"
"P1","Trade Mouldings Limited","LoO 1307/101219200 MIS","ERDF","9790","N/A","28330","2013","2016","N/A","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9AR","54.6254537","-6.7622777"
"P1","CDE Global Limited","MIS - 23/01/2013","ERDF","24625","N/A","49250","2013","2016","N/A","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9DG","54.6257945","-6.7564268"
"P1","Cookstown Panel Centre Limited","LoO 1311/101255505 MIS","ERDF","25000","N/A","65705","2013","2016","N/A","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9LU","54.6278908","-6.7569631"
"P1","Keylite Roof Windows Limited","RD1013976 - Thermally efficient windows","ERDF","40012","N/A","100030","2013","2016","N/A","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9LU","54.6278908","-6.7569631"
"P1","Enisca Limited","RD1113004 - Prototype development of novel wastewater treatment enhancement technology - BioSettler","ERDF","226398","N/A","452796","2014","2016","N/A","Northern Ireland","N/A","First","Cookstown","Cookstown","BT80 9LU","54.6278908","-6.7569631"
"P1","Crossland Tankers Ltd","LoO 07/0641 MIS","ERDF","35201","N/A","98448","2007","2014","BT46 5QZ","Northern Ireland","N/A","First","Coleraine","Maghera","BT46 5QZ","54.9322196","-6.6619804"
"P1","Crossland Tankers Ltd","RD0109113 - Lightweight Load Ejection Semi-Trailer","ERDF","56342","N/A","93904","2009","2014","BT46 5QZ","Northern Ireland","N/A","First","Coleraine","Maghera","BT46 5QZ","54.9322196","-6.6619804"
"P2","Rockstar Logistics Ltd","LoO 10/0518 SFA","ERDF","33000","N/A","110000","2010","2015","BT46 5QZ","Northern Ireland","N/A","First","Coleraine","Maghera","BT46 5QZ","54.9322196","-6.6619804"
"P1","Crossland Tankers Ltd","RD1211871 - Vacuum Waste Tanker with Elevated Tipping and Volume Reduction Facility","ERDF","68341","N/A","151868","2012","2015","BT46 5QZ","Northern Ireland","N/A","First","Coleraine","Maghera","BT46 5QZ","54.9322196","-6.6619804"
"P1","Crossland Tankers Limited","LoO 1304/101198293 MIS","ERDF","25000","N/A","58356","2013","2016","N/A","Northern Ireland","N/A","First","Coleraine","Maghera","BT46 5QZ","54.9322196","-6.6619804"
"P2","Coleraine Borough Council","West Bay","ERDF","781688","N/A","1617500","2013","2016","N/A","Northern Ireland","N/A","First","Coleraine","Coleraine","N/A","55.1325802","-6.6646102"
"P1","SAP (UK) Ltd / Queens University / University of Ulster","RD1208002 - REFLECT","ERDF","1212835","N/A","2425670","2010","2016","BT3 9DT","Northern Ireland","N/A","First","Coleraine","Coleraine","BT52 1SA","55.1511857","-6.6748021"
"P1","Aremis Ltd","LoO 10/0103 MIS","ERDF","9257","N/A","23143","2010","2015","BT34 5TB","Northern Ireland","N/A","First","Coleraine","Coleraine","BT51 3RB","55.1227558","-6.6849671"
"P1","University of Ulster","Capital Project - NI Functional Brain Mapping Facility RD0513843","ERDF","2607301","N/A","5270695","2013","2016","BT37 0QB","Northern Ireland","N/A","First","Coleraine","Coleraine","BT52 1SA","55.1511857","-6.6748021"
"P1","University Of Ulster","PoC 441 - Integrated reconfigurable sheet forming machine - P1 Dr Alan Leacock","ERDF","105898","N/A","105898","2014","2016","BT37 0QB","Northern Ireland","N/A","First","Coleraine","Coleraine","BT52 1SA","55.1511857","-6.6748021"
"P1","Banah UK Ltd","RD0909355  To Research and Develop Relevant Geopolymer Technologies in Order to Produce Test","ERDF","105378","N/A","210756","2009","2015","BT39 9UE","Northern Ireland","N/A","First","Coleraine","Coleraine","BT51 4PP","55.0785162","-6.7327566"
"P1","Banah UK Ltd","RD0811804  Development of Geopolymer Cement","ERDF","25475","N/A","50950","2011","2015","BT39 9UG","Northern Ireland","N/A","First","Coleraine","Coleraine","BT51 4PP","55.0785162","-6.7327566"
"P1","Banah UK Limited","RDO21 2970","ERDF","69160","N/A","364000","2013","2016","BT39 9UG","Northern Ireland","N/A","First","Coleraine","Coleraine","BT51 4PP","55.0785162","-6.7327566"
"P1","Banah UK Limited","RD0213757 - Process Design for banah CEM Plant","ERDF","689802","N/A","1379604","2013","2016","BT39 9UG","Northern Ireland","N/A","First","Coleraine","Coleraine","BT51 4PP","55.0785162","-6.7327566"
"P1","Nicobrand Ltd","Project 3/I","ERDF","13806","N/A","27612","2007","2014","BT51 3RP","Northern Ireland","N/A","First","Coleraine","Coleraine","BT51 3RP","55.07378","-6.639148"
"P1","Nicobrand Ltd","RD0609257 - Experimental Develoment into New Active Pharmaceitical Ingredients","ERDF","40100.14","N/A","160400.54","2009","2015","BT51 3RP","Northern Ireland","N/A","First","Coleraine","Coleraine","BT51 3RP","55.07378","-6.639148"
"P1","J Wilson Agricultural Ltd","RD1109436  Research & Development of an Automated Self Lock Gate & Integrated Stall Divider","ERDF","20701","N/A","59146","2010","2015","BT51 4ED","Northern Ireland","N/A","First","Coleraine","Coleraine","BT51 4ED","55.0248452","-6.680025"
"P2","Mr Joseph and Mrs Margaret McKillop T/a Benbrook Enterprises","LoO: 09/1468 SFA","ERDF","34000","N/A","71500","2010","2015","BT51 5QU","Northern Ireland","N/A","First","Coleraine","Coleraine","BT51 5TB","54.946719","-6.5620344"
"P1","S.J.C Hutchinson (Engineering) Limited","LoO 1303/101204931 MIS","ERDF","9706","N/A","27574","2013","2016","BT51 5TB","Northern Ireland","N/A","First","Coleraine","Coleraine","BT51 5TE","54.9407412","-6.5685876"
"P1","H360 Ltd","LoO 10/0414 MIS","ERDF","8662","N/A","25780","2010","2015","BT51 5TE","Northern Ireland","N/A","First","Coleraine","Coleraine","BT51 5TB","54.946719","-6.5620344"
"P1","Kestrel Thermo-Plastics Ltd","RD0410559  High Performance 500","ERDF","25816","N/A","103264","2010","2015","BT51 5TE","Northern Ireland","N/A","First","Coleraine","Coleraine","BT51 5TE","54.9369312","-6.573482"
"P1","S.J.C. Hutchinson (Engineering) Limited","RD0413824 - Advanced Laser Profiling of Aerospace Titanium and Specialist Alloy Components","ERDF","349270","N/A","1397078","2013","2016","BT51 5TE","Northern Ireland","N/A","First","Coleraine","Coleraine","BT51 5TE","54.9407412","-6.5685876"
"P1","Carnroe Supplies Limited","LoO 08/0171 MIS","ERDF","8089","N/A","20362","2008","2014","BT51 5UZ","Northern Ireland","N/A","First","Coleraine","Coleraine","BT51 5UZ","54.9932673","-6.5816014"
"P1","Armstrong Medical Ltd","LoO 09/0287 MIS","ERDF","38210","N/A","112057","2009","2014","BT52 1BS","Northern Ireland","N/A","First","Coleraine","Coleraine","BT52","55.113066","-6.6230707"
"P1","Armstrong Medical Ltd","LoO 09/101079619 IM","ERDF","15000","N/A","30612.25","2010","2015","BT52 1BS","Northern Ireland","N/A","First","Coleraine","Coleraine","BT52","55.113066","-6.6230707"
"P1","Lamont Fireplaces Ltd","LoO 10/0804 MIS","ERDF","11760","N/A","31935","2011","2015","BT52 1BS","Northern Ireland","N/A","First","Coleraine","Coleraine","BT52","55.1315996","-6.6728578"
"P1","Armstrong Medical Ltd","LoO 11/0346 MIS","ERDF","25000","N/A","77015","2011","2015","BT52 1BS","Northern Ireland","N/A","First","Coleraine","Coleraine","BT52","55.113066","-6.6230707"
"P1","Causeway Data Communications Ltd","RD1 113988 - The Design, Planning and Development","ERDF","70234","N/A","234114","2014","2016","BT52 1DE","Northern Ireland","N/A","First","Coleraine","Coleraine","BT52 1DE","55.1314302","-6.6715886"
"P2","COLERAINE BOROUGH COUNCIL","Think BIG Programme 2010","ERDF","171548","N/A","343096","2010","2016","BT52 1EY","Northern Ireland","N/A","First","Coleraine","Coleraine","N/A","55.1325802","-6.6646102"
"P2","Coleraine Borough Council","LoO RDO-CLR-016-11 LED - Food Sector Support Programme","ERDF","144168","N/A","192224","2012","2016","BT52 1EY","Northern Ireland","N/A","First","Coleraine","Coleraine","N/A","55.1325802","-6.6646102"
"P2","Coleraine Borough Council","Project Alchemy","ERDF","373500","N/A","498000","2013","2016","BT52 1EY","Northern Ireland","N/A","First","Coleraine","Coleraine","N/A","55.1325802","-6.6646102"
"P1","CT Sports Ltd","LoO 09/0865 MIS","ERDF","6900","N/A","13800","2009","2015","BT52 1LA","Northern Ireland","N/A","First","Coleraine","Coleraine","BT52 2NR","55.1464442","-6.6485409"
"P1","Ivor Boyd, Brian Stockman & Norma Wilkinson","LoO 09/1245 MIS","ERDF","14232","N/A","37460","2009","2015","BT52 1NF","Northern Ireland","N/A","First","Coleraine","Coleraine","BT52 2NR","55.1464442","-6.6485409"
"P1","The Good Food and Wine Company Limited","RD1013965 - BB - Irish Artisan Food Enhancement and Development","ERDF","37699","N/A","53856","2013","2016","BT52 1QA","Northern Ireland","N/A","First","Coleraine","Coleraine","BT52 1QA","55.1343449","-6.6689347"
"P1","University of Ulster","PoC 1A - Ocular Surface Diagnostic Tool","ERDF","75707","N/A","75707","2008","2014","BT52 1SA","Northern Ireland","N/A","First","Coleraine","Coleraine","BT52 1SA","55.1511857","-6.6748021"
"P1","University of Ulster","PoC 11A - 3D Woven Composites for Aerospace, Automotive and Marine Applications","ERDF","76734","N/A","76734","2008","2014","BT52 1SA","Northern Ireland","N/A","First","Coleraine","Coleraine","BT52 1SA","55.1511857","-6.6748021"
"P1","University of Ulster","PoC 3A - Nanoscale Surface Modification of Gas Diffusion Barrier Coatings","ERDF","81316","N/A","81316","2008","2014","BT52 1SA","Northern Ireland","N/A","First","Coleraine","Coleraine","BT52 1SA","55.1511857","-6.6748021"
"P1","University of Ulster","PoC 11A(C) - 3D Woven Composites for Aerospace, Automotive and Marine Applications","ERDF","21000","N/A","21000","2009","2014","BT52 1SA","Northern Ireland","N/A","First","Coleraine","Coleraine","BT52 1SA","55.1511857","-6.6748021"
"P1","University of Ulster","PoC 3A(C)-Nanoscale Surface Modification of Gas Diffusion Barrier Coatings, for Packaging and other","ERDF","21000","N/A","21000","2009","2014","BT52 1SA","Northern Ireland","N/A","First","Coleraine","Coleraine","BT52 1SA","55.1511857","-6.6748021"
"P1","University of Ulster","PoC 7A - Intestinal Marker for Diabetes","ERDF","70340","N/A","70340","2008","2015","BT52 1SA","Northern Ireland","N/A","First","Coleraine","Coleraine","BT52 1SA","55.1511857","-6.6748021"
"P1","University of Ulster","PoC 2A - Glutathlone Esters and Hydrophobic Derivatives for Nutraceutical Applications","ERDF","74343","N/A","74343","2008","2015","BT52 1SA","Northern Ireland","N/A","First","Coleraine","Coleraine","BT52 1SA","55.1511857","-6.6748021"
"P1","University of Ulster","PoC 4A - Personalised Medicine in Breast Cancer","ERDF","77000","N/A","77000","2008","2015","BT52 1SA","Northern Ireland","N/A","First","Coleraine","Coleraine","BT52 1SA","55.1511857","-6.6748021"
"P1","University of Ulster","PoC 6A - Integrated Collector Storage Solar Water Heater","ERDF","78511","N/A","78511","2008","2015","BT52 1SA","Northern Ireland","N/A","First","Coleraine","Coleraine","BT52 1SA","55.1511857","-6.6748021"
